Entity Name,Entity Code,GAAP,Business Unit,Year,Period,Category,User GL code,User GL Description,Layers in CoA,Member, Column1 , Column2 , Column3 , Column4 , Column5 , Column6 , Column7 , Column8 , Column9 , Column10 , Column11 , Column12 , Column13 , Column14 , Column15 
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_ProvOEE,,,,,,BSA_ProvOEE,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_ProvOEE,,,,,,,BS_LT_ProvOEE,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47100000,,,,,,,,47100000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47150000,,,,,,,,47150000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47200000,,,,,,,,47200000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_MiscEmpEntitle,,,,,,,,BS_LT_MiscEmpEntitle,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47310000,,,,,,,,,47310000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47320000,,,,,,,,,47320000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47350000,,,,,,,,,47350000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47360000,,,,,,,,,47360000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47420000,,,,,,,,,47420000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_OthEmpEntitle,,,,,,,BS_ST_OthEmpEntitle,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37100000,,,,,,,,37100000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37150000,,,,,,,,37150000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37200000,,,,,,,,37200000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_MiscEmpEntitle,,,,,,,,BS_ST_MiscEmpEntitle,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37350000,,,,,,,,,37350000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37360000,,,,,,,,,37360000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37370000,,,,,,,,,37370000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37390000,,,,,,,,,37390000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37410000,,,,,,,,,37410000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37420000,,,,,,,,,37420000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37310000,,,,,,,,,37310000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37320000,,,,,,,,,37320000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37330000,,,,,,,,,37330000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_ProvOth,,,,,,BSA_ProvOth,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_ProvOth,,,,,,,BS_LT_ProvOth,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47380000,,,,,,,,47380000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47600000,,,,,,,,47600000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47605000,,,,,,,,47605000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47670000,,,,,,,,47670000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_ProvMisc,,,,,,,,BS_LT_ProvMisc,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47610000,,,,,,,,,47610000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47620000,,,,,,,,,47620000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47630000,,,,,,,,,47630000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47640000,,,,,,,,,47640000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47650000,,,,,,,,,47650000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47660000,,,,,,,,,47660000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47680000,,,,,,,,,47680000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_ProvOth,,,,,,,BS_ST_ProvOth,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37380000,,,,,,,,37380000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37600000,,,,,,,,37600000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37605000,,,,,,,,37605000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37670000,,,,,,,,37670000,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_ProvMisc,,,,,,,,BS_ST_ProvMisc,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37340000,,,,,,,,,37340000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37610000,,,,,,,,,37610000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37620000,,,,,,,,,37620000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37630000,,,,,,,,,37630000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37640000,,,,,,,,,37640000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37650000,,,,,,,,,37650000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37680000,,,,,,,,,37680000,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Minus,,,,,Minus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16650000,,,,,16650000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37670000,,,,,37670000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,37500000,,,,,37500000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47670000,,,,,47670000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,47500000,,,,,47500000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V009_Detail_B,,,,V009_Detail_B,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,75010000,,,,,75010000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V009_BS_PL,,,,V009_BS_PL,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V010_Report,,,V010_Report,,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V010_Detail_A,,,,V010_Detail_A,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,13120000,,,,,13120000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,14120000,,,,,14120000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,13320000,,,,,13320000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V010_Detail_B,,,,V010_Detail_B,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,68840000,,,,,68840000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V010_BS_PL,,,,V010_BS_PL,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V011_Report,,,V011_Report,,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V011_Detail_A,,,,V011_Detail_A,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_FinLease,,,,,BSA_FinLease,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,31200000,,,,,,31200000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,41200000,,,,,,41200000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestPay,,,,,BSA_InterestPay,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_IntPayGrp,,,,,,BS_ST_IntPayGrp,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,33030000,,,,,,,33030000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestPay3rd,,,,,,BSA_InterestPay3rd,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,33020000,,,,,,,33020000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,33022000,,,,,,,33022000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,43020000,,,,,,,43020000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestPayEAU,,,,,,BSA_InterestPayEAU,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,32330000,,,,,,,32330000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestPayOth,,,,,,BSA_InterestPayOth,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,32430000,,,,,,,32430000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_LesseeLiability,,,,,BSA_LesseeLiability,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,31300000,,,,,,31300000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,41300000,,,,,,41300000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_BondsNotes3rd,,,,,BSA_BondsNotes3rd,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,31010000,,,,,,31010000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,31020000,,,,,,31020000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,41010000,,,,,,41010000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,41020000,,,,,,41020000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,31015000,,,,,31015000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,41015000,,,,,41015000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_DebtQHedgeLb,,,,,BSA_DebtQHedgeLb,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_DerivNetDebt,,,,,,BS_ST_DerivNetDebt,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,35500000,,,,,,,35500000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,35510000,,,,,,,35510000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,35530000,,,,,,,35530000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_DerivNetDebt,,,,,,BS_LT_DerivNetDebt,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,45500000,,,,,,,45500000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,45510000,,,,,,,45510000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,45530000,,,,,,,45530000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,49250000,,,,,49250000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Minus,,,,,Minus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16810000,,,,,16810000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26810000,,,,,26810000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_OFA_DebtQHedge,,,,,BSA_OFA_DebtQHedge,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_LT_DebtDrvRec3rd,,,,,,BS_LT_DebtDrvRec3rd,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,18700000,,,,,,,18700000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,18710000,,,,,,,18710000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,18730000,,,,,,,18730000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,E1879100,,,,,,,E1879100,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_DerivRecHedge,,,,,,BS_ST_DerivRecHedge,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,28700000,,,,,,,28700000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,28710000,,,,,,,28710000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,28720000,,,,,,,28720000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V011_Detail_B,,,,V011_Detail_B,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,IMA_IntExpense,,,,,IMA_IntExpense,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74500000,,,,,,74500000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74600000,,,,,,74600000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74606000,,,,,,74606000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74610000,,,,,,74610000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74620000,,,,,,74620000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74630000,,,,,,74630000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74660000,,,,,,74660000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,E7469900,,,,,,E7469900,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Minus,,,,,Minus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,E7469900,,,,,E7469900,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V011_BS_PL,,,,V011_BS_PL,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V012_Report,,,V012_Report,,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V012_Detail_A,,,,V012_Detail_A,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16601000,,,,,16601000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26601000,,,,,26601000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestRec,,,,,BSA_InterestRec,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_IntRecGrp,,,,,,BS_ST_IntRecGrp,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26620000,,,,,,,26620000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestRec3rd,,,,,,BSA_InterestRec3rd,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16610000,,,,,,,16610000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16810000,,,,,,,16810000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26610000,,,,,,,26610000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26810000,,,,,,,26810000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,E2619100,,,,,,,E2619100,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_ST_IntRecFV,,,,,,BS_ST_IntRecFV,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26611000,,,,,,,26611000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26612000,,,,,,,26612000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestRecEAU,,,,,,BSA_InterestRecEAU,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16330000,,,,,,,16330000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26330000,,,,,,,26330000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_InterestRecOth,,,,,,BSA_InterestRecOth,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16430000,,,,,,,16430000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26430000,,,,,,,26430000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16650000,,,,,16650000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,24920000,,,,,24920000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,14920000,,,,,14920000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Plus,,,,,Plus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,28400000,,,,,28400000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Minus,,,,,Minus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,16810000,,,,,16810000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,26810000,,,,,26810000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V012_Detail_B,,,,V012_Detail_B,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,IMA_IntIncome,,,,,IMA_IntIncome,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74000000,,,,,,74000000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74200000,,,,,,74200000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74210000,,,,,,74210000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74220000,,,,,,74220000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74230000,,,,,,74230000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74240000,,,,,,74240000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74250000,,,,,,74250000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74260000,,,,,,74260000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74270000,,,,,,74270000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,74280000,,,,,,74280000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Plus,,,,,Plus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,E7469900,,,,,E7469900,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V012_BS_PL,,,,V012_BS_PL,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V013_Report,,,V013_Report,,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V013_Detail_A,,,,V013_Detail_A,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_DefTax,,,,,BSA_DefTax,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_DTA,,,,,,BS_DTA,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,17000000,,,,,,,17000000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,17100000,,,,,,,17100000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BS_DTL,,,,,,BS_DTL,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,46500000,,,,,,,46500000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,46510000,,,,,,,46510000,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V013_Detail_B,,,,V013_Detail_B,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,78100000,,,,,78100000,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V013_BS_PL,,,,V013_BS_PL,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V014_Report,,,V014_Report,,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,V014_Detail_A,,,,V014_Detail_A,,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_IncTaxPay,,,,,BSA_IncTaxPay,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,36000000,,,,,,36000000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,46000000,,,,,,46000000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_IncTaxPayGrp,,,,,BSA_IncTaxPayGrp,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,36005000,,,,,,36005000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,46005000,,,,,,46005000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,Minus,,,,,Minus,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,BSA_IncTaxRec,,,,,BSA_IncTaxRec,,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,17500000,,,,,,17500000,,,,,,,,,
National Insurance,NAI3908,IFRS,,2020,202012-12,NewMappingMCOA,,,REPORT,27500000,,,,,,27500000,,,,,,,,,
